test_id,test_name,pipeline,browser,os,language,cloud_provider,branch,root_cause,failure_stage,failure_type,error_message,stack_trace,severity,old_value,new_value,retry_count,test_duration_sec,cpu_usage_pct,memory_usage_mb,is_flaky_test,recommendation,developer_alert,timestamp
SEL-6120,Multi-Tab Navigation Test,GitLab CI,Chrome,macos-latest,Java,GCP,develop,application_defect,test,Test Failure,An unexpected error occurred during test execution.,Exception at generic_handler.py,HIGH,N/A,N/A,0,74,48.33,2704,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-02-23T00:00:00
SEL-2001,Dashboard Load Test,GitLab CI,Firefox,ubuntu-latest,Python,GCP,feature-x,synchronization_issue,test,Timeout,An unexpected error occurred during test execution.,Exception at generic_handler.py,MEDIUM,"WebDriverWait(driver, 5)","WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",1,227,27.53,2230,True,"Replace 'WebDriverWait(driver, 5)' with explicit wait: WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",False,2025-07-31T00:00:00
SEL-1109,Logout Test,CircleCI,Firefox,macos-latest,C#,GCP,release,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#email-field},ElementNotInteractableException at LogoutTest.sendKeys(),HIGH,#email-field,[data-testid='register-link'],0,61,40.78,2414,True,Replace brittle CSS selector '#email-field' with data attribute '[data-testid='register-link']',False,2025-11-07T00:00:00
SEL-1157,Notification Test,Azure DevOps,Firefox,windows-latest,JavaScript,On-Prem,release,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: .modal-close-btn is not a valid CSS selector,ElementNotInteractableException at NotificationTest.sendKeys(),HIGH,.modal-close-btn,[data-qa='dropdown-toggle'],1,8,44.14,1722,False,Update locator from '.modal-close-btn' to '[data-qa='dropdown-toggle']' using stable data-testid attribute,False,2025-03-01T00:00:00
SEL-4100,Payment Test,GitHub Actions,Safari,ubuntu-latest,Python,Azure,hotfix,environment_failure,test,Configuration Error,DockerContainerError: Test container exited unexpectedly with code 137 (OOM Killed),EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,2,33,96.09,3613,False,Check Selenium Grid hub availability and ensure test node is registered,True,2025-08-31T00:00:00
SEL-1191,Checkout Test,GitHub Actions,Firefox,ubuntu-latest,C#,GCP,main,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #submit-btn is not a valid CSS selector,ElementNotInteractableException at CheckoutTest.sendKeys(),MEDIUM,#submit-btn,[data-testid='login-button'],0,7,69.86,1321,False,Update locator from '#submit-btn' to '[data-testid='login-button']' using stable data-testid attribute,False,2025-02-17T00:00:00
SEL-5084,Payment Test,GitLab CI,Chrome,macos-latest,JavaScript,AWS,hotfix,network_api_error,test,Network Error,urllib.error.URLError: <urlopen error [Errno 111] Connection refused> for test API endpoint,ReadTimeout at PaymentTest.validateAPIResponse(),MEDIUM,N/A,N/A,2,159,32.75,1558,True,Add retry logic with exponential backoff for transient network failures,True,2025-05-02T00:00:00
SEL-3055,API Response Test,Jenkins,Edge,macos-latest,Python,GCP,develop,test_data_issue,test,Test Failure,DataNotFoundException: Test coupon code 'SAVE20' expired or not seeded in test DB,AssertionError at APIResponseTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,34,36.35,533,True,Use dynamic test data generation instead of hardcoded values,True,2025-01-28T00:00:00
SEL-3041,Multi-Tab Navigation Test,Azure DevOps,Edge,windows-latest,JavaScript,AWS,develop,test_data_issue,test,Test Failure,AssertionError: Expected item count 5 but found 0 — cart test data not initialized,AssertionError at Multi-TabNavigationTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,16,18.65,413,True,Use dynamic test data generation instead of hardcoded values,True,2025-05-22T00:00:00
SEL-3091,Order History Test,GitHub Actions,Chrome,windows-latest,Java,GCP,develop,test_data_issue,test,Test Failure,AssertionError: Expected price 250.00 but found 199.00 — test data mismatch,NullPointerException at OrderHistoryTest.getTestRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,14,12.67,1009,True,Re-seed test database with fresh test data before execution,True,2025-01-08T00:00:00
SEL-2080,Checkout Test,CircleCI,Chrome,macos-latest,JavaScript,On-Prem,develop,synchronization_issue,test,Timeout,System.Exception: General failure detected in the testing pipeline.,Exception at generic_handler.py,HIGH,time.sleep(0.5),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",3,34,10.47,1375,True,Increase timeout and add explicit visibility check before interaction,False,2025-10-25T00:00:00
SEL-2037,File Upload Test,Azure DevOps,Safari,macos-latest,JavaScript,On-Prem,main,synchronization_issue,test,Timeout,org.openqa.selenium.TimeoutException: Expected condition failed: waiting for visibility of element (tried for 5 second(s)),TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(1),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",1,204,24.21,1707,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-09-25T00:00:00
SEL-6080,File Upload Test,GitHub Actions,Safari,windows-latest,JavaScript,Azure,feature-x,application_defect,test,Test Failure,AssertionError: Expected user balance 1000.00 but found 850.00 — calculation bug,AssertionError at FileUploadTest.assertBusinessRule() — logic defect detected,HIGH,N/A,N/A,0,25,45.69,2262,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-09-07T00:00:00
SEL-1186,Logout Test,Jenkins,Firefox,macos-latest,Java,On-Prem,release,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#product-add-cart},"NoSuchElementException at LogoutTest.findElement(By.cssSelector(""#product-add-cart""))",MEDIUM,#product-add-cart,[data-testid='confirm-order'],0,10,66.06,3975,False,Locator changed after UI refactor. Use '[data-testid='confirm-order']' instead of '#product-add-cart',False,2025-07-10T00:00:00
SEL-2116,Password Reset Test,GitLab CI,Chrome,windows-latest,Python,AWS,release,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,driver.implicitly_wait(2),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",1,39,21.7,2095,True,"Replace 'driver.implicitly_wait(2)' with explicit wait: WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",False,2025-07-14T00:00:00
SEL-3051,File Upload Test,GitLab CI,Firefox,macos-latest,C#,On-Prem,develop,test_data_issue,test,Test Failure,SQLException: Test user 'qa_user_001' does not exist in test environment database,DataNotFoundException at TestDataHelper.fetchRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,18,19.1,2032,False,Validate test data availability in @BeforeEach setup method,True,2025-02-03T00:00:00
SEL-2137,Notification Test,GitLab CI,Chrome,ubuntu-latest,JavaScript,GCP,main,synchronization_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,ElementClickInterceptedException at NotificationTest.clickButton() — overlay not dismissed,MEDIUM,time.sleep(1),"WebDriverWait(driver, 12).until(EC.invisibility_of_element_located(loader))",3,222,35.06,1191,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-11-07T00:00:00
SEL-3023,Login Test,CircleCI,Chrome,ubuntu-latest,Java,AWS,develop,test_data_issue,test,Test Failure,AssertionError: Expected status 'ACTIVE' but found 'INACTIVE' — stale test fixture,AssertionError at LoginTest.validateExpectedResult(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,34,28.34,1966,False,Re-seed test database with fresh test data before execution,True,2025-02-24T00:00:00
SEL-3097,Payment Test,GitLab CI,Safari,windows-latest,JavaScript,GCP,hotfix,test_data_issue,test,Test Failure,NullPointerException: Test data record not found in database for user_id=TEST_9921,NullPointerException at PaymentTest.getTestRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,52,39.84,1820,True,"Use test data factories to ensure isolated, reproducible test state",True,2025-01-28T00:00:00
SEL-4005,Session Timeout Test,Jenkins,Edge,windows-latest,JavaScript,AWS,main,test_data_issue,test,Dependency Error,WebDriverException: Chrome browser failed to launch — ChromeDriver version mismatch,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,2,21,89.96,4263,False,Verify test environment Docker containers are healthy before test run,True,2025-12-14T00:00:00
SEL-4122,Login Test,GitLab CI,Firefox,macos-latest,Java,AWS,develop,environment_failure,build,Configuration Error,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,N/A,N/A,5,35,61.78,5577,True,Check Selenium Grid hub availability and ensure test node is registered,True,2025-01-05T00:00:00
SEL-1195,API Response Test,Azure DevOps,Edge,macos-latest,Java,Azure,main,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: #login-btn,ElementNotInteractableException at APIResponseTest.sendKeys(),HIGH,#login-btn,[data-testid='hero-cta'],1,73,60.81,3530,True,Update locator from '#login-btn' to '[data-testid='hero-cta']' using stable data-testid attribute,False,2025-10-22T00:00:00
SEL-2022,Session Timeout Test,GitHub Actions,Firefox,windows-latest,C#,On-Prem,develop,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,time.sleep(2),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",1,279,23.31,1236,True,Increase timeout and add explicit visibility check before interaction,False,2025-11-21T00:00:00
SEL-4116,Login Test,GitLab CI,Safari,ubuntu-latest,Python,AWS,feature-x,environment_failure,build,Configuration Error,EnvironmentError: Selenium Grid node is unavailable — no free nodes in the hub,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,5,31,69.46,4839,True,Update ChromeDriver version to match installed Chrome browser version,True,2025-03-02T00:00:00
SEL-6000,Payment Test,Jenkins,Safari,macos-latest,C#,Azure,feature-x,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at PaymentTest.verifyExpectedBehavior() — application regression,HIGH,N/A,N/A,0,74,48.88,2213,False,This is an application-level defect. Raise a bug report for the development team,True,2025-01-08T00:00:00
SEL-1136,Product Search Test,CircleCI,Chrome,macos-latest,C#,On-Prem,hotfix,locator_issue,test,Test Failure,InvalidSelectorException: invalid selector: #confirm-order is not a valid CSS selector,"NoSuchElementException at ProductSearchTest.findElement(By.cssSelector(""#confirm-order""))",MEDIUM,#confirm-order,[data-qa='dropdown-toggle'],0,37,30.17,3160,True,Replace brittle CSS selector '#confirm-order' with data attribute '[data-qa='dropdown-toggle']',False,2025-07-09T00:00:00
SEL-3058,Cart Validation Test,Jenkins,Firefox,ubuntu-latest,Java,Azure,hotfix,test_data_issue,test,Test Failure,Failed to complete the action on the web application.,Exception at generic_handler.py,LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,34,37.48,494,True,Re-seed test database with fresh test data before execution,True,2025-09-03T00:00:00
SEL-2133,Notification Test,Azure DevOps,Edge,windows-latest,JavaScript,GCP,hotfix,synchronization_issue,test,Timeout,selenium.common.exceptions.ElementNotVisibleException: element is not visible at the time of interaction,TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,time.sleep(2),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",2,284,30.79,2550,True,Increase timeout and add explicit visibility check before interaction,False,2025-04-03T00:00:00
SEL-6122,Multi-Tab Navigation Test,CircleCI,Chrome,windows-latest,C#,Azure,main,application_defect,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,HIGH,N/A,N/A,1,82,30.08,624,False,Forward to developer: application behaviour does not match expected specification,True,2025-11-03T00:00:00
SEL-3022,Dashboard Load Test,Jenkins,Edge,macos-latest,Python,On-Prem,main,test_data_issue,test,Test Failure,AssertionError: Expected user role 'admin' but got 'viewer' — DB seed data incorrect,DataNotFoundException at TestDataHelper.fetchRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,52,27.38,403,True,Use dynamic test data generation instead of hardcoded values,True,2025-09-08T00:00:00
SEL-3124,Report Export Test,CircleCI,Firefox,windows-latest,Python,AWS,hotfix,test_data_issue,test,Test Failure,NullPointerException: Test data record not found in database for user_id=TEST_9921,NullPointerException at ReportExportTest.getTestRecord(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,18,12.78,1386,True,Validate test data availability in @BeforeEach setup method,True,2025-11-22T00:00:00
SEL-6084,Login Test,Jenkins,Firefox,windows-latest,C#,Azure,feature-x,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at LoginTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,1,35,50.8,2864,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-10-23T00:00:00
