failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_01319,GitLab CI,Python,deploy,Build Failure,DNSResolutionError,Temporary failure in name resolution for host 'pypi.org',urllib3/connection.py line 53,Max retries exceeded because DNS resolution failed,deploy | Build Failure | DNSResolutionError | Temporary failure in name resolution for host 'pypi.org' | urllib3/connection.py line 53 | Max retries exceeded because DNS resolution failed,FALSE,network_issue
RCA_00954,GitHub Actions,C++,test,Timeout,NameError,NameError: name 'quanity' is not defined,src/config.cpp line 85 in process_order,FAILED tests/test_user_service.cpp::test_api_response - undefined variable raised from application code,test | Timeout | NameError | NameError: name 'quanity' is not defined | src/config.cpp line 85 in process_order | FAILED tests/test_user_service.cpp::test_api_response - undefined variable raised from application code,TRUE,application_defect
RCA_00116,CircleCI,Python,build,Deployment Failure,FixtureError,fixture 'sample_user' not found,tests/test_payment_service.py line 12,ERROR at setup of tests/test_payment_service.py::test_apply_discount - missing test fixture | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,build | Deployment Failure | FixtureError | fixture 'sample_user' not found | tests/test_payment_service.py line 12 | ERROR at setup of tests/test_payment_service.py::test_apply_discount - missing test fixture | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,test_script_issue
RCA_00500,Azure DevOps,NodeJS,deploy,Resource Exhaustion,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 51,Configuration file path does not exist in CI environment,deploy | Resource Exhaustion | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 51 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00457,GitLab CI,NodeJS,build,Network Error,ImportError,ImportError: cannot import name 'get_user_profiles' from application module,tests/userController.test.js line 129,ERROR collecting tests/userController.test.js::test_apply_discount - test imports old function name,build | Network Error | ImportError | ImportError: cannot import name 'get_user_profiles' from application module | tests/userController.test.js line 129 | ERROR collecting tests/userController.test.js::test_apply_discount - test imports old function name,TRUE,test_script_issue
RCA_00874,Azure DevOps,Go,test,Timeout,ModuleNotFoundError,ModuleNotFoundError: No module named 'gin-gonic',internal/service/order_service_test.go line 89,ImportError while importing test module because dependency gin-gonic is missing,test | Timeout | ModuleNotFoundError | ModuleNotFoundError: No module named 'gin-gonic' | internal/service/order_service_test.go line 89 | ImportError while importing test module because dependency gin-gonic is missing,TRUE,dependency_issue
RCA_00094,GitLab CI,NodeJS,test,Build Failure,SASTFinding,SAST found SQL injection risk in function 'process_order',src/services/orderService.js line 133,Static analysis found security issue,test | Build Failure | SASTFinding | SAST found SQL injection risk in function 'process_order' | src/services/orderService.js line 133 | Static analysis found security issue,FALSE,security_policy_issue
RCA_00925,Azure DevOps,C++,deploy,Resource Exhaustion,SyntaxError,SyntaxError: invalid syntax near 'return',src/user_service.cpp line 90,ERROR collecting tests/test_user_service.cpp::test_process_order - syntax error in source file | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Resource Exhaustion | SyntaxError | SyntaxError: invalid syntax near 'return' | src/user_service.cpp line 90 | ERROR collecting tests/test_user_service.cpp::test_process_order - syntax error in source file | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,application_defect
RCA_00019,Azure DevOps,Rust,deploy,Configuration Error,DNSResolutionError,Temporary failure in name resolution for host 'pypi.org',urllib3/connection.py line 59,Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Configuration Error | DNSResolutionError | Temporary failure in name resolution for host 'pypi.org' | urllib3/connection.py line 59 | Max retries exceeded because DNS resolution failed | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,infrastructure_resource_issue
RCA_01092,GitHub Actions,C++,deploy,Build Failure,AssertionError,AssertionError: assert 180 == 190,tests/test_order_service.cpp line 104,FAILED tests/test_order_service.cpp::test_create_user - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Build Failure | AssertionError | AssertionError: assert 180 == 190 | tests/test_order_service.cpp line 104 | FAILED tests/test_order_service.cpp::test_create_user - expected value in test appears outdated | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,test_script_issue
RCA_00851,Azure DevOps,Go,deploy,Network Error,ModuleNotFoundError,ModuleNotFoundError: No module named 'serde',internal/service/user_service_test.go line 124,ImportError while importing test module because dependency serde is missing | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Network Error | ModuleNotFoundError | ModuleNotFoundError: No module named 'serde' | internal/service/user_service_test.go line 124 | ImportError while importing test module because dependency serde is missing | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,dependency_issue
RCA_00576,Jenkins,Rust,build,Resource Exhaustion,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 16,External API returned 503 during tests/order_service_test.rs::test_calculate_total,build | Resource Exhaustion | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 16 | External API returned 503 during tests/order_service_test.rs::test_calculate_total,FALSE,network_issue
RCA_01085,GitLab CI,Go,test,Deployment Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 4,Disk full while restoring cache or building image,test | Deployment Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 4 | Disk full while restoring cache or building image,TRUE,deployment_issue
RCA_01038,GitLab CI,C++,build,Deployment Failure,HTTPError,HTTPError: 503 Service Unavailable from upstream service,external_api_client.py line 109,External API returned 503 during tests/test_order_service.cpp::test_calculate_total,build | Deployment Failure | HTTPError | HTTPError: 503 Service Unavailable from upstream service | external_api_client.py line 109 | External API returned 503 during tests/test_order_service.cpp::test_calculate_total,FALSE,network_issue
RCA_01488,GitHub Actions,Rust,deploy,Resource Exhaustion,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 125,Disk full while restoring cache or building image,deploy | Resource Exhaustion | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 125 | Disk full while restoring cache or building image,FALSE,infrastructure_resource_issue
RCA_00799,CircleCI,Rust,deploy,Build Failure,MigrationError,Database migration failed: column 'status' already exists,migrations/2026_update.sql line 16,Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Build Failure | MigrationError | Database migration failed: column 'status' already exists | migrations/2026_update.sql line 16 | Deployment failed during database migration | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,FALSE,deployment_issue
RCA_00444,GitHub Actions,Go,deploy,Dependency Error,ImagePullBackOff,ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0',kubernetes/deploy.yaml line 19,Deployment failed because container image could not be pulled,deploy | Dependency Error | ImagePullBackOff | ImagePullBackOff: failed to pull image 'registry.internal/order-api:1.2.0' | kubernetes/deploy.yaml line 19 | Deployment failed because container image could not be pulled,TRUE,deployment_issue
RCA_00662,Azure DevOps,C++,build,Dependency Error,DNSResolutionError,Temporary failure in name resolution for host 'pypi.org',urllib3/connection.py line 18,Max retries exceeded because DNS resolution failed,build | Dependency Error | DNSResolutionError | Temporary failure in name resolution for host 'pypi.org' | urllib3/connection.py line 18 | Max retries exceeded because DNS resolution failed,FALSE,deployment_issue
